Timesteps,AmgClassCPU,AmgFreeCPU,CgDiagCPU,CgLusgsCPU,GmresDiagCPU,GmresLusgsCPU,CgDiagGPU,GmresDiagGPU
36,694.56,508.74,636.98,506.86,971.17,585.98,447.99,506.45
37,713.25,522.32,660.31,520.55,1002.21,602.95,463.79,519.93
38,732.07,535.74,675.39,533.39,1032.49,619.90,473.89,533.19
39,747.78,548.32,690.39,546.48,1059.53,635.59,483.94,546.04
40,763.23,560.87,713.17,559.48,1089.54,651.38,499.72,558.85
41,779.33,574.80,736.87,572.89,1121.45,668.23,515.52,572.28
42,795.45,588.68,760.12,586.47,1151.47,685.15,531.35,585.81
43,820.62,602.17,783.59,599.41,1184.44,702.10,547.11,599.40
44,845.00,615.60,798.76,612.86,1216.35,717.62,557.17,612.62
45,866.96,627.72,813.72,625.53,1244.30,733.44,567.23,625.48
46,891.01,640.71,828.72,638.40,1276.27,750.45,577.31,638.90
47,916.14,654.19,843.66,651.87,1309.44,765.97,587.35,652.16
48,932.28,668.19,867.05,664.82,1339.56,784.15,603.12,665.31
49,956.85,681.61,881.97,678.20,1369.59,801.09,613.17,678.56
50,977.66,693.75,896.99,690.89,1393.59,815.29,623.23,690.66
51,993.45,707.61,920.83,703.84,1425.60,833.59,639.00,704.08
52,1009.49,721.48,935.83,717.26,1457.61,850.68,649.05,717.54
53,1025.49,734.88,959.01,730.03,1486.55,867.54,664.76,730.78
54,1041.39,746.94,973.98,742.78,1510.61,883.24,674.86,743.03
55,1057.35,759.90,988.92,756.05,1538.78,898.93,684.89,755.97
56,1073.32,773.74,1012.48,768.92,1567.65,915.71,700.80,769.15
57,1098.30,787.13,1035.76,781.97,1599.54,932.61,716.50,782.59
58,1121.89,800.12,1050.67,795.04,1629.46,948.23,726.64,795.65
59,1146.98,813.95,1075.33,808.29,1659.59,966.32,742.49,808.71
60,1170.47,826.95,1090.28,821.53,1689.53,981.92,752.57,822.00
61,1194.39,839.88,1105.22,834.71,1717.46,998.83,762.55,834.77
62,1209.99,853.77,1128.71,847.57,1756.40,1016.90,778.31,849.19
63,1226.11,866.69,1143.64,860.51,1784.31,1032.49,788.30,861.96
64,1242.21,880.06,1167.07,873.98,1818.12,1049.34,804.01,875.35
65,1258.07,893.47,1190.45,887.08,1848.12,1066.11,819.76,888.39
66,1273.12,905.93,1205.34,899.39,1876.13,1081.63,829.82,901.12
67,1288.64,919.32,1220.26,912.57,1910.22,1098.46,839.82,914.86
68,1304.38,931.78,1235.13,925.33,1936.12,1112.59,849.86,927.23
69,1328.99,946.22,1259.72,938.65,1971.95,1130.92,865.89,941.04
70,1354.40,960.01,1282.67,951.93,2005.87,1147.79,882.32,954.76
71,1378.92,972.92,1297.59,965.02,2033.96,1164.54,892.30,967.51
72,1403.95,986.70,1312.45,977.85,2067.84,1181.36,907.96,981.52
73,1418.96,998.87,1327.25,989.34,2087.75,1194.26,917.95,992.99
74,1442.68,1012.21,1350.04,1002.43,2119.76,1211.08,933.65,1006.35
75,1458.21,1024.71,1364.91,1015.48,2147.68,1226.68,943.66,1018.97
76,1482.14,1038.49,1388.51,1028.77,2180.51,1243.47,959.52,1031.84
77,1505.52,1051.44,1403.60,1041.70,2213.43,1260.35,969.54,1045.56
78,1529.53,1064.78,1418.46,1054.77,2246.32,1277.21,979.53,1058.92
79,1552.38,1077.26,1440.58,1067.42,2274.34,1292.65,995.11,1071.49
80,1577.45,1091.07,1464.22,1080.59,2310.25,1310.70,1010.89,1085.91
81,1593.45,1104.45,1479.08,1093.66,2340.11,1327.55,1020.91,1099.33
82,1609.40,1117.85,1501.96,1106.74,2370.06,1343.01,1036.54,1112.45
83,1625.46,1130.77,1516.94,1119.75,2397.94,1358.48,1046.61,1125.17
84,1641.54,1144.58,1541.48,1132.91,2432.08,1376.64,1062.44,1138.61
85,1665.82,1157.51,1556.37,1145.99,2462.12,1393.45,1072.43,1151.67
86,1681.67,1171.01,1571.46,1159.19,2494.06,1410.23,1082.43,1165.07
87,1697.51,1192.13,1586.37,1172.32,2525.20,1427.31,1092.46,1178.36
88,1713.68,1203.28,1601.31,1185.23,2560.16,1444.18,1102.50,1192.43
89,1730.11,1214.43,1616.23,1198.29,2592.09,1462.33,1112.54,1205.86
90,1747.89,1226.54,1641.70,1212.08,2627.06,1480.59,1128.50,1219.53
91,1764.77,1238.16,1666.53,1225.46,2660.09,1498.95,1144.42,1233.13
92,1781.68,1249.80,1689.54,1239.18,2703.00,1517.10,1160.23,1248.47
93,1797.68,1267.12,1712.95,1252.55,2739.10,1534.10,1176.21,1262.76
94,1821.83,1285.77,1727.92,1265.10,2769.13,1549.74,1186.30,1275.93
95,1846.54,1305.33,1743.01,1278.08,2804.19,1565.29,1196.46,1289.90
96,1869.09,1323.75,1765.93,1290.91,2832.48,1581.02,1212.24,1302.74
97,1892.70,1340.67,1780.91,1303.51,2858.73,1595.38,1222.36,1315.25
98,1908.62,1352.49,1804.40,1316.72,2894.75,1612.29,1238.21,1329.43
99,1924.77,1363.72,1819.44,1329.44,2914.79,1626.90,1248.37,1341.19
100,1940.80,1375.42,1842.20,1342.73,2944.78,1643.91,1264.52,1354.37
101,1956.54,1386.21,1857.20,1355.49,2977.76,1659.57,1274.72,1368.11
102,1974.88,1397.05,1872.23,1368.21,3007.99,1675.24,1284.83,1381.34
103,1991.01,1408.28,1895.59,1381.24,3044.01,1692.12,1295.05,1395.64
104,2008.52,1419.16,1910.59,1393.90,3073.04,1707.74,1305.19,1408.66
105,2024.50,1430.40,1925.78,1406.66,3103.18,1724.65,1315.31,1421.90
106,2040.80,1441.66,1940.88,1419.50,3133.19,1741.54,1325.43,1435.11
107,2060.09,1452.89,1955.89,1432.32,3160.22,1756.04,1335.51,1447.86
108,2079.03,1464.13,1970.92,1445.25,3191.21,1771.77,1345.64,1461.21
109,2099.51,1475.84,1985.91,1458.28,3225.26,1788.70,1355.77,1475.05
110,2117.68,1487.07,2000.91,1470.74,3250.35,1804.45,1365.89,1487.54
111,2140.47,1498.42,2015.90,1483.50,3278.37,1821.42,1376.13,1500.58
112,2158.82,1509.66,2030.90,1496.32,3308.66,1837.00,1386.24,1513.60
113,2175.81,1520.95,2045.99,1509.02,3333.81,1851.41,1396.37,1526.14
114,2193.64,1532.17,2060.96,1521.56,3364.93,1866.97,1406.71,1539.52
115,2209.30,1543.59,2084.49,1534.82,3401.91,1883.97,1423.38,1554.02
116,2227.13,1554.94,2099.62,1547.78,3429.99,1899.70,1433.74,1567.11
117,2242.97,1566.68,2114.69,1560.51,3458.00,1916.56,1444.69,1580.00
118,2258.56,1578.42,2129.79,1573.34,3485.99,1932.30,1454.87,1593.13
119,2274.83,1590.09,2144.77,1586.10,3512.27,1947.99,1465.03,1605.69
120,2290.25,1602.32,2159.75,1598.82,3540.24,1963.56,1475.29,1618.69
121,2306.26,1613.99,2174.82,1611.85,3574.35,1979.30,1485.44,1632.55
122,2321.94,1625.66,2189.84,1624.56,3604.32,1994.91,1495.67,1645.54
123,2337.32,1636.89,2204.82,1637.63,3630.35,2010.47,1505.82,1658.08
124,2353.10,1648.24,2219.86,1650.86,3661.38,2027.45,1515.97,1671.34
125,2369.07,1659.91,2234.83,1663.76,3688.53,2043.02,1526.10,1684.08
126,2384.88,1671.70,2249.86,1676.32,3712.70,2057.42,1536.21,1696.36
127,2400.48,1683.37,2264.87,1689.03,3736.77,2071.70,1546.38,1708.60
128,2416.33,1694.63,2287.50,1702.04,3773.79,2087.26,1562.46,1723.07
129,2431.97,1705.86,2302.64,1714.68,3805.80,2103.00,1572.54,1736.60
130,2447.50,1718.10,2317.60,1727.26,3827.89,2118.63,1582.66,1748.57
131,2469.24,1729.77,2332.57,1740.24,3854.00,2134.25,1592.77,1761.18
132,2492.35,1741.02,2347.58,1753.36,3887.04,2151.20,1602.87,1774.93
133,2514.47,1752.83,2362.54,1766.24,3914.03,2166.75,1612.99,1787.64
134,2530.03,1765.38,2377.59,1778.80,3940.02,2182.41,1623.09,1800.17
135,2545.40,1776.74,2392.67,1791.41,3970.98,2198.05,1633.18,1813.56
136,2561.50,1787.96,2407.63,1804.35,4005.98,2214.93,1643.28,1827.56
137,2583.53,1799.27,2422.67,1816.70,4034.13,2229.45,1653.45,1840.42
138,2602.95,1810.92,2437.63,1829.22,4053.18,2242.39,1663.51,1851.81
139,2618.49,1822.67,2452.61,1842.01,4080.22,2258.08,1673.67,1864.50
140,2633.99,1834.33,2467.65,1854.74,4107.35,2273.66,1683.78,1877.18
141,2649.82,1846.01,2482.60,1867.81,4135.43,2287.90,1693.90,1890.08
142,2664.77,1858.11,2497.56,1880.45,4159.59,2303.52,1704.01,1902.31
143,2684.38,1869.88,2512.50,1892.51,4182.61,2317.76,1714.10,1914.38
144,2708.84,1881.53,2527.82,1905.44,4217.71,2333.48,1724.23,1928.42
145,2724.41,1894.24,2542.83,1918.35,4247.75,2349.21,1734.31,1941.28
146,2742.74,1906.36,2557.20,1929.76,4264.91,2362.16,1744.39,1952.36
147,2760.21,1918.09,2571.30,1941.49,4284.94,2375.14,1754.43,1963.75
148,2780.50,1929.30,2586.24,1954.24,4315.01,2390.68,1764.73,1976.77
149,2803.34,1941.45,2601.36,1967.32,4344.08,2406.26,1775.66,1989.78
150,2825.77,1954.49,2616.50,1980.06,4372.03,2423.29,1785.76,2002.47
151,2841.07,1966.62,2631.47,1992.71,4396.00,2437.53,1795.95,2014.67
152,2856.35,1977.83,2646.26,2004.45,4417.11,2450.57,1806.03,2026.38
153,2872.29,1989.47,2661.20,2017.36,4450.14,2466.11,1816.11,2040.10
154,2893.31,2001.64,2676.16,2029.80,4481.11,2480.46,1826.21,2053.47
155,2908.74,2013.72,2691.29,2041.76,4500.11,2493.41,1836.27,2064.85
156,2929.22,2036.81,2706.23,2054.83,4528.08,2509.01,1846.45,2077.53
157,2950.85,2060.79,2721.16,2067.60,4555.09,2523.41,1856.56,2090.22
158,2974.07,2089.26,2736.09,2080.55,4590.20,2540.24,1866.64,2104.26
159,2998.64,2108.18,2751.07,2093.29,4617.33,2555.86,1876.76,2116.97
160,3023.15,2127.14,2766.08,2106.00,4645.29,2572.78,1886.82,2129.83
161,3048.26,2229.39,2788.12,2118.91,4676.25,2588.31,1896.94,2142.41
162,3073.86,2351.74,2803.13,2131.46,4712.19,2605.25,1907.01,2156.59
163,3089.64,2367.65,2818.16,2144.75,4742.29,2623.58,1917.08,2169.77
164,3109.68,2379.27,2843.83,2158.26,4776.27,2643.02,1933.04,2183.76
165,3126.16,2390.90,2867.35,2171.86,4807.48,2662.69,1948.88,2197.57
166,3142.65,2402.10,2890.31,2185.32,4843.72,2680.99,1964.65,2211.57
167,3161.10,2413.27,2905.50,2198.16,4874.70,2696.62,1974.74,2225.06
168,3178.00,2424.50,2920.49,2210.74,4900.71,2712.13,1984.76,2237.40
169,3198.53,2441.38,2935.41,2223.08,4924.84,2727.79,1994.89,2249.61
170,3220.42,2453.51,2950.43,2235.68,4948.90,2743.34,2005.03,2261.86
171,3235.96,2478.30,2965.41,2248.10,4977.81,2758.95,2015.10,2274.90
172,3259.40,2512.74,2980.34,2260.48,5009.81,2774.56,2025.20,2288.39
173,3280.54,2544.90,2995.25,2272.71,5032.84,2788.77,2035.25,2300.42
174,3295.67,2574.99,3010.17,2285.34,5060.91,2804.44,2045.43,2313.44
175,3311.25,2598.45,3025.17,2298.18,5091.86,2821.37,2055.48,2326.79
176,3326.68,2620.96,3040.10,2310.88,5118.98,2836.88,2065.53,2339.28
177,3348.06,2643.08,3055.02,2323.20,5142.99,2851.42,2075.60,2351.47
178,3367.64,2660.35,3069.94,2335.66,5164.10,2865.67,2085.65,2363.14
179,3388.59,2677.64,3084.86,2348.02,5186.17,2879.94,2095.78,2375.01
180,3408.71,2694.96,3100.01,2360.45,5207.25,2894.20,2105.83,2386.83
181,3427.14,2717.48,3114.98,2373.32,5231.32,2909.78,2115.88,2399.10
182,3442.49,2739.51,3129.95,2385.78,5255.36,2924.04,2126.00,2411.26
183,3457.41,2762.24,3144.86,2398.09,5281.40,2938.24,2136.06,2423.77
184,3476.83,2784.27,3159.52,2409.97,5301.36,2952.70,2146.19,2435.33
185,3492.28,2811.56,3181.82,2422.75,5328.29,2968.23,2161.92,2447.86
186,3508.05,2838.84,3196.83,2435.56,5353.21,2983.87,2171.98,2460.17
187,3523.38,2866.17,3210.75,2447.16,5374.26,2996.80,2181.97,2471.72
188,3542.40,2893.49,3225.70,2459.12,5395.32,3011.00,2192.02,2483.39
189,3557.93,2915.97,3240.27,2471.04,5419.30,3025.35,2202.20,2495.59
190,3576.12,2938.42,3255.17,2482.84,5440.30,3039.55,2212.24,2507.07
191,3591.01,2960.92,3270.13,2494.73,5460.30,3052.57,2222.27,2518.80
192,3606.43,2983.51,3284.47,2506.02,5478.26,3065.45,2232.30,2529.80
193,3622.01,3005.97,3298.38,2517.78,5496.21,3078.37,2242.30,2540.98
194,3637.93,3023.73,3313.29,2530.49,5519.20,3092.57,2252.45,2552.96
195,3660.95,3046.18,3328.26,2543.27,5545.33,3108.06,2262.48,2565.74
196,3683.76,3068.69,3343.21,2555.84,5577.33,3123.75,2272.51,2579.19
197,3698.93,3091.17,3358.10,2568.75,5603.26,3139.28,2282.53,2591.71
198,3714.31,3118.63,3373.00,2581.20,5627.32,3154.89,2292.79,2603.84
199,3729.86,3141.14,3387.89,2593.45,5651.39,3170.44,2303.58,2615.97
200,3748.40,3163.63,3402.66,2605.43,5669.56,3183.32,2313.59,2627.11
201,3764.06,3190.95,3417.58,2617.69,5696.47,3197.66,2323.68,2639.74
202,3779.31,3218.34,3432.47,2629.87,5722.43,3211.84,2333.70,2652.20
203,3795.04,3245.65,3447.47,2642.11,5746.43,3226.15,2343.76,2664.03
204,3813.12,3272.95,3461.82,2653.79,5768.41,3239.02,2353.99,2675.98
205,3833.12,3300.32,3476.72,2666.29,5797.31,3253.36,2364.01,2688.92
206,3855.48,3318.06,3491.67,2679.12,5830.17,3268.90,2374.12,2702.52
207,3876.56,3335.74,3506.56,2691.98,5857.10,3284.44,2384.15,2715.13
208,3897.25,3358.31,3521.52,2704.36,5883.06,3298.81,2394.16,2727.57
209,3917.56,3376.60,3536.40,2717.03,5909.01,3314.29,2404.18,2740.01
210,3935.94,3394.29,3551.33,2728.90,5928.94,3328.50,2414.20,2751.45
211,3955.69,3416.74,3566.01,2741.01,5955.96,3342.67,2424.30,2764.09
212,3976.20,3439.16,3580.89,2752.98,5981.87,3357.02,2434.32,2776.53
213,3997.64,3462.16,3596.02,2765.01,6006.86,3371.33,2444.38,2788.81
214,4019.15,3485.08,3610.91,2777.34,6033.91,3385.51,2454.45,2801.07
215,4041.53,3507.96,3625.84,2789.89,6060.97,3401.14,2464.46,2813.50
216,4063.38,3531.40,3640.77,2802.45,6088.85,3417.91,2474.51,2826.28
217,4078.67,3559.53,3655.64,2815.76,6116.88,3433.59,2484.51,2839.08
218,4095.16,3592.98,3670.52,2828.66,6147.90,3450.61,2494.54,2852.65
219,4110.99,3611.94,3685.38,2841.92,6181.88,3468.73,2504.52,2865.73
220,4127.94,3632.37,3700.26,2855.16,6211.98,3485.53,2514.53,2878.81
221,4143.77,3643.10,3715.14,2867.66,6241.85,3501.18,2524.62,2891.90
222,4168.42,3654.20,3730.01,2880.60,6270.74,3517.95,2534.60,2904.83
223,4206.03,3665.75,3744.88,2893.97,6299.74,3536.17,2544.60,2918.49
224,4231.04,3677.00,3759.75,2906.78,6330.67,3553.13,2554.84,2931.40
225,4246.95,3687.66,3774.71,2919.55,6363.65,3569.99,2565.60,2945.05
226,4262.44,3703.60,3789.58,2931.58,6387.57,3584.19,2575.76,2957.14
227,4278.11,3714.69,3804.44,2944.12,6413.53,3599.83,2585.76,2969.58
228,4293.72,3731.03,3819.37,2956.19,6443.81,3615.28,2595.78,2982.49
229,4310.09,3753.07,3834.23,2968.85,6475.66,3632.18,2605.78,2995.92
230,4327.35,3764.60,3857.38,2982.07,6512.75,3650.32,2621.48,3009.85
231,4344.35,3783.12,3881.43,2995.77,6551.64,3669.78,2637.25,3024.16
232,4362.23,3806.84,3896.30,3008.54,6581.52,3686.54,2647.25,3037.66
233,4377.78,3837.10,3911.16,3021.40,6611.47,3703.46,2657.25,3050.57
234,4393.39,3868.27,3926.22,3033.69,6642.30,3718.98,2667.24,3063.83
235,4412.60,3913.71,3940.96,3045.81,6668.18,3734.54,2677.38,3075.91
236,4427.46,3936.49,3955.82,3057.80,6694.06,3750.22,2687.36,3088.32
237,4444.71,3947.13,3970.70,3070.09,6719.08,3765.68,2697.37,3100.44
238,4464.77,3957.75,3985.56,3082.11,6743.05,3781.20,2707.35,3112.66
239,4479.79,3968.55,3999.93,3093.99,6762.00,3794.11,2717.33,3123.99
240,4495.63,3979.22,4014.26,3105.68,6785.91,3808.45,2727.45,3136.13
241,4511.43,3990.26,4029.11,3118.40,6818.75,3825.27,2737.45,3149.79
242,4526.80,4001.83,4044.18,3130.54,6841.75,3840.72,2747.44,3161.70
243,4550.14,4019.88,4059.13,3143.09,6871.67,3856.25,2757.42,3174.77
244,4570.53,4036.95,4074.10,3155.41,6898.53,3870.42,2767.42,3187.61
245,4589.60,4053.21,4088.61,3167.28,6921.48,3884.58,2777.43,3199.52
246,4609.32,4064.25,4103.50,3179.09,6943.57,3898.87,2787.41,3211.36
247,4629.78,4075.41,4118.41,3191.65,6965.50,3913.02,2797.41,3223.22
248,4648.11,4086.02,4132.96,3203.63,6984.49,3926.05,2807.39,3234.50
249,4662.85,4096.67,4147.03,3215.24,7004.37,3940.19,2817.37,3246.05
250,4677.68,4107.27,4161.20,3226.93,7025.27,3953.22,2827.32,3257.46
251,4692.83,4117.99,4176.18,3238.79,7045.19,3967.36,2837.31,3269.03
252,4711.10,4128.61,4190.53,3250.63,7063.09,3980.27,2847.30,3280.13
253,4726.64,4139.21,4205.38,3262.50,7079.99,3993.11,2857.27,3291.10
254,4749.46,4149.90,4220.25,3275.04,7111.93,4008.55,2867.25,3304.49
255,4769.20,4160.93,4235.09,3287.81,7138.09,4024.17,2877.24,3316.95
256,4784.96,4172.03,4249.99,3300.35,7164.03,4039.61,2887.21,3329.36
257,4800.52,4183.05,4264.88,3312.54,7182.03,4052.59,2897.19,3340.67
258,4815.79,4194.22,4279.72,3325.43,7211.00,4068.03,2907.17,3353.55
259,4837.40,4205.67,4294.72,3338.36,7240.94,4083.55,2917.14,3366.78
260,4857.59,4216.31,4309.55,3350.66,7268.81,4097.81,2927.23,3379.51
261,4876.77,4227.43,4324.38,3363.37,7292.76,4113.23,2937.20,3391.64
262,4897.33,4238.46,4339.29,3375.44,7316.90,4127.50,2947.17,3403.72
263,4917.82,4249.17,4354.24,3387.41,7341.87,4141.63,2957.15,3415.97
264,4932.86,4260.19,4368.92,3399.21,7365.74,4155.99,2967.11,3427.87
265,4948.47,4271.23,4383.37,3410.84,7384.65,4170.23,2977.23,3439.29
266,4966.70,4282.25,4397.38,3422.42,7405.55,4184.43,2987.19,3450.91
267,4985.01,4293.36,4412.21,3434.48,7429.42,4198.72,2997.16,3462.98
268,5007.30,4304.38,4427.11,3447.05,7462.27,4214.14,3007.13,3476.52
269,5025.64,4315.41,4441.96,3459.11,7482.17,4228.40,3017.11,3488.14
270,5047.37,4326.96,4456.79,3471.99,7515.04,4245.24,3027.20,3501.69
271,5069.11,4338.41,4471.68,3484.68,7544.91,4261.96,3037.16,3514.73
272,5090.84,4349.96,4486.50,3497.33,7572.78,4277.49,3047.14,3527.45
273,5111.93,4361.41,4501.43,3509.92,7599.75,4292.91,3057.09,3540.05
274,5128.46,4372.48,4516.28,3522.97,7628.57,4309.70,3067.05,3552.93
275,5143.89,4383.92,4531.11,3536.03,7660.50,4326.52,3077.05,3566.14
276,5165.46,4395.86,4554.08,3549.36,7693.39,4343.26,3092.65,3579.35
277,5188.85,4407.30,4568.96,3561.90,7721.23,4358.73,3102.66,3591.78
278,5205.76,4418.44,4583.79,3573.35,7740.10,4372.96,3112.61,3603.01
279,5221.54,4463.56,4598.61,3585.54,7768.03,4388.37,3122.56,3615.73
280,5246.44,4499.01,4613.44,3598.32,7800.84,4405.26,3132.51,3629.92
281,5262.39,4520.46,4637.76,3611.41,7832.83,4422.05,3148.23,3643.36
282,5278.71,4532.40,4661.49,3624.71,7864.70,4440.07,3163.87,3657.28
283,5294.00,4543.11,4676.33,3637.73,7890.63,4455.54,3173.85,3669.76
284,5310.04,4554.19,4691.24,3650.46,7921.54,4472.25,3183.82,3683.46
285,5325.90,4565.26,4706.06,3662.97,7951.43,4488.96,3193.80,3696.22
286,5341.36,4576.56,4720.96,3675.29,7978.46,4504.56,3203.76,3708.61
287,5356.80,4592.40,4735.44,3687.08,8003.29,4520.07,3213.69,3720.81
288,5372.09,4608.63,4750.35,3699.19,8032.23,4534.21,3223.71,3733.68
289,5387.11,4619.34,4764.72,3711.01,8051.09,4547.12,3233.64,3744.94
290,5402.21,4629.96,4779.06,3722.87,8069.95,4559.93,3243.56,3756.17
291,5417.33,4653.28,4793.92,3735.36,8091.84,4574.12,3253.51,3768.00
292,5433.58,4671.06,4808.73,3747.98,8121.69,4589.52,3263.46,3781.03
293,5450.16,4692.96,4823.62,3760.95,8153.55,4605.11,3273.41,3794.84
294,5466.34,4716.61,4838.45,3774.03,8186.43,4623.33,3283.35,3808.38
295,5482.06,4748.64,4853.36,3786.03,8210.40,4638.79,3293.31,3820.84
296,5497.14,4779.30,4867.75,3797.87,8236.26,4652.96,3303.25,3833.22
297,5512.12,4817.34,4882.56,3809.73,8260.08,4667.05,3313.20,3845.55
298,5531.23,4838.33,4897.37,3822.19,8287.95,4682.54,3323.15,3858.30
299,5552.19,4854.06,4912.18,3834.80,8318.78,4698.03,3333.10,3871.51
300,5568.06,4870.24,4926.99,3847.43,8344.82,4713.42,3343.04,3884.08
301,5587.39,4886.30,4941.84,3859.88,8370.68,4728.85,3353.02,3897.08
302,5607.71,4901.54,4956.64,3872.01,8396.58,4744.29,3362.98,3909.46
303,5623.27,4916.73,4971.53,3883.81,8422.39,4758.41,3372.95,3922.03
304,5644.22,4931.89,4985.86,3895.54,8448.37,4772.74,3382.89,3934.41
305,5663.94,4946.34,5000.82,3907.73,8472.19,4788.25,3392.83,3946.57
306,5684.45,4960.59,5015.70,3919.91,8496.04,4802.46,3402.78,3958.66
307,5703.96,4974.05,5030.52,3932.12,8517.03,4816.56,3412.69,3970.25
308,5722.17,5005.26,5044.90,3943.99,8536.92,4830.82,3422.62,3981.49
309,5737.41,5045.38,5059.71,3956.26,8561.81,4844.92,3432.57,3993.85
310,5757.13,5068.10,5074.35,3968.24,8586.62,4859.02,3442.49,4006.05
311,5772.61,5083.43,5089.21,3980.18,8607.48,4873.16,3452.42,4017.74
312,5790.06,5094.14,5102.83,3991.62,8626.32,4885.95,3462.27,4028.96
313,5805.55,5104.78,5117.24,4003.47,8646.18,4898.74,3472.21,4040.36
314,5825.09,5114.96,5132.04,4015.38,8670.26,4912.83,3482.14,4052.45
315,5847.58,5125.74,5146.88,4028.16,8703.04,4928.41,3492.08,4066.00
316,5865.79,5135.93,5161.16,4039.97,8722.99,4941.20,3502.13,4077.38
317,5881.32,5146.71,5175.98,4052.42,8749.97,4955.35,3512.06,4089.95
318,5902.97,5157.34,5190.86,4064.85,8775.83,4970.87,3522.24,4102.49
319,5924.03,5168.10,5205.66,4077.08,8800.66,4984.96,3532.95,4114.56
320,5945.44,5179.18,5220.58,4089.48,8827.50,5000.41,3542.89,4127.30
321,5967.23,5190.25,5235.37,4101.56,8855.42,5015.79,3552.91,4139.99
322,5989.35,5200.57,5250.09,4113.43,8886.31,5031.55,3562.84,4153.01
323,6010.76,5210.74,5264.94,4125.21,8910.26,5045.79,3572.79,4165.04
324,6030.09,5221.81,5279.77,4137.29,8932.15,5060.07,3582.71,4176.75
325,6051.09,5232.44,5294.26,4149.13,8958.02,5074.25,3592.63,4189.11
326,6071.52,5243.18,5308.95,4161.14,8982.84,5088.33,3602.57,4201.48
327,6092.10,5253.83,5323.66,4173.36,9010.61,5103.90,3612.50,4213.90
328,6107.98,5264.90,5338.45,4185.44,9038.47,5119.34,3622.42,4226.58
329,6129.80,5276.07,5353.23,4197.96,9064.30,5134.76,3632.35,4238.99
330,6151.80,5286.69,5368.08,4210.04,9094.23,5149.07,3642.28,4252.01
331,6167.56,5297.85,5382.86,4222.62,9124.24,5165.82,3652.34,4265.36
332,6189.89,5308.92,5397.69,4235.42,9152.15,5181.28,3662.26,4278.07
333,6212.03,5320.13,5412.48,4248.41,9182.10,5198.13,3672.19,4291.09
334,6234.01,5331.19,5427.31,4261.26,9212.02,5214.80,3682.11,4304.60
335,6256.38,5362.76,5442.11,4274.34,9239.95,5232.97,3692.03,4317.37
336,6281.28,5387.08,5456.90,4287.60,9270.82,5249.73,3702.01,4330.88
337,6302.78,5410.36,5471.89,4300.45,9301.70,5266.40,3711.95,4344.15
338,6324.49,5428.88,5486.68,4313.36,9332.61,5281.83,3721.90,4357.34
339,6342.44,5462.70,5501.58,4325.69,9362.39,5297.44,3731.82,4370.39
340,6366.29,5486.84,5516.45,4338.83,9396.31,5314.11,3741.72,4383.42
341,6388.77,5503.74,5531.25,4351.40,9426.10,5329.64,3751.69,4396.82
