Timesteps,AMG Class,AMG Free,CG Diag,CG Lusgs,GMRES Diag,GMRES Lusgs,CgDiagGPU,GmresDiagGPU
1203,689.555,543.855,506.53,461.462,620.078,515.902,1446.704,1012.942
1204,690.13,544.23,506.92,461.829,620.549,516.327,1447.441,1013.754
1205,690.705,544.604,507.317,462.200,621.022,516.752,1448.171,1014.57
1206,691.282,544.979,507.709,462.567,621.492,517.177,1448.93,1015.385
1207,691.898,545.353,508.114,462.942,621.996,517.601,1449.667,1016.219
1208,692.42,545.727,508.52,463.317,622.5,518.026,1450.4,1017.049
1209,692.941,546.102,508.927,463.693,622.971,518.451,1451.148,1017.859
1210,693.462,546.476,509.323,464.063,623.442,518.876,1451.866,1018.676
1211,693.977,546.863,509.735,464.443,623.946,519.301,1453.152,1019.522
1212,694.49,547.25,510.152,464.825,624.484,519.725,1453.91,1020.38
1213,695.007,547.637,510.565,465.204,624.988,520.15,1455.218,1021.216
1214,695.793,548.036,510.986,465.590,625.558,520.575,1455.948,1022.097
1215,696.303,548.544,511.391,465.966,626.029,521,1457.263,1022.909
1216,696.809,548.919,511.8,466.345,626.533,521.425,1457.988,1023.746
1217,697.429,549.32,512.219,466.732,627.071,521.849,1458.73,1024.601
1218,697.938,549.827,512.631,467.115,627.575,522.274,1459.475,1025.445
1219,698.444,550.202,513.039,467.495,628.08,522.699,1460.756,1026.315
1220,698.949,550.577,513.446,467.873,628.584,523.124,1462.058,1027.155
1221,699.458,550.952,513.853,468.251,629.055,523.548,1462.753,1027.974
1222,699.96,551.327,514.258,468.628,629.526,523.973,1463.474,1028.786
1223,700.536,551.702,514.652,468.999,629.997,524.398,1465.264,1029.602
1224,701.123,552.078,515.042,469.367,630.468,524.823,1467.059,1030.417
1225,701.725,552.453,515.432,469.734,630.94,525.248,1467.78,1031.229
1226,702.312,552.828,515.822,470.100,631.411,525.673,1468.501,1032.042
1227,702.882,553.203,516.22,470.471,631.882,526.098,1469.228,1032.856
1228,703.426,553.578,516.619,470.842,632.353,526.523,1471.03,1033.668
1229,703.944,553.954,517.018,471.213,632.824,526.948,1471.749,1034.487
1230,704.521,554.329,517.411,471.582,633.296,527.373,1472.457,1035.31
1231,705.035,554.704,517.809,471.954,633.767,527.797,1473.734,1036.124
1232,705.549,555.079,518.207,472.327,634.238,528.222,1474.464,1036.939
1233,706.151,555.454,518.608,472.698,634.742,528.647,1476.313,1037.779
1234,706.75,555.83,519.01,473.070,635.213,529.072,1477.072,1038.603
1235,707.375,556.217,519.426,473.451,635.718,529.497,1477.824,1039.449
1236,708.031,556.617,519.845,473.834,636.255,529.922,1479.073,1040.305
1237,708.813,557.146,520.265,474.219,636.793,530.347,1480.306,1041.165
1238,709.595,557.675,520.686,474.606,637.331,530.772,1481.05,1042.023
1239,710.102,558.178,521.092,474.981,637.802,531.197,1482.348,1042.841
1240,710.609,558.552,521.5,475.359,638.306,531.621,1483.68,1043.684
1241,711.123,558.951,521.919,475.747,638.844,532.046,1485.009,1044.546
1242,711.751,559.574,522.332,476.133,639.348,532.471,1485.722,1045.381
1243,712.269,560.051,522.741,476.514,639.852,532.896,1486.452,1046.217
1244,712.913,560.515,523.147,476.891,640.323,533.321,1487.179,1047.027
1245,713.557,560.98,523.54,477.258,640.794,533.746,1487.865,1047.851
1246,714.171,561.445,523.932,477.625,641.265,534.171,1488.578,1048.708
1247,714.774,561.897,524.334,477.996,641.737,534.596,1489.304,1049.516
1248,715.354,562.349,524.731,478.367,642.208,535.021,1489.995,1050.324
1249,715.916,562.801,525.127,478.736,642.679,535.446,1491.278,1051.144
1250,716.468,563.24,525.522,479.106,643.15,535.871,1492.037,1051.991
1251,717.03,563.679,525.921,479.475,643.622,536.296,1492.768,1052.801
1252,717.669,564.105,526.318,479.845,644.126,536.721,1494.039,1053.633
1253,718.268,564.544,526.713,480.215,644.598,537.146,1494.763,1054.446
1254,718.905,564.984,527.117,480.590,645.069,537.57,1495.49,1055.255
1255,719.422,565.397,527.525,480.967,645.573,537.996,1496.772,1056.074
1256,720.077,565.849,527.937,481.344,646.077,538.421,1498.064,1056.943
1257,720.653,566.313,528.349,481.722,646.582,538.846,1499.32,1057.775
1258,721.181,566.778,528.762,482.101,647.086,539.271,1501.175,1058.608
1259,721.722,567.268,529.18,482.484,647.624,539.695,1502.971,1059.468
1260,722.498,567.757,529.6,482.868,648.162,540.12,1504.772,1060.322
1261,723.277,568.247,530.018,483.251,648.7,540.545,1505.469,1061.177
1262,723.917,568.737,530.437,483.638,649.204,540.97,1506.215,1062.013
1263,724.714,569.265,530.862,484.036,649.775,541.395,1508.086,1062.895
1264,725.486,569.679,531.26,484.419,650.246,541.82,1508.782,1063.708
1265,726.087,570.105,531.674,484.806,650.75,542.245,1509.523,1064.542
1266,726.679,570.557,532.079,485.188,651.221,542.67,1510.769,1065.359
1267,727.299,571.021,532.487,485.568,651.692,543.095,1511.488,1066.173
1268,727.946,571.499,532.89,485.947,652.196,543.52,1513.276,1067.009
1269,728.589,571.963,533.301,486.328,652.701,543.945,1514.539,1067.85
1270,729.234,572.44,533.711,486.710,653.172,544.37,1516.379,1068.668
1271,729.766,572.917,534.107,487.083,653.643,544.795,1518.165,1069.479
1272,730.397,573.395,534.519,487.466,654.115,545.221,1521.132,1070.289
1273,731.043,573.872,534.931,487.849,654.619,545.646,1521.862,1071.134
1274,731.713,574.349,535.345,488.234,655.123,546.071,1523.153,1072.005
1275,732.423,574.839,535.76,488.619,655.628,546.496,1523.884,1072.84
1276,733.198,575.316,536.174,489.003,656.132,546.921,1524.599,1073.671
1277,733.849,575.806,536.588,489.387,656.637,547.346,1526.422,1074.508
1278,734.54,576.296,537.003,489.772,657.141,547.771,1528.744,1075.342
1279,735.334,576.786,537.42,490.156,657.646,548.196,1530.047,1076.183
1280,736.03,577.275,537.836,490.540,658.15,548.621,1531.324,1077.057
1281,736.802,577.765,538.253,490.924,658.654,549.046,1533.158,1077.889
1282,737.571,578.268,538.673,491.309,659.192,549.471,1534.429,1078.744
1283,738.825,579.092,539.35,491.926,660.046,550.123,1537.357,1080.269
1284,740.078,579.633,539.773,492.315,660.617,550.548,1539.197,1081.19
1285,741.205,580.161,540.197,492.701,661.188,550.972,1539.944,1082.077
1286,742.334,580.96,540.848,493.294,661.976,551.623,1542.329,1083.566
1287,743.539,581.746,541.494,493.884,662.763,552.274,1544.138,1085.033
1288,744.721,582.532,542.14,494.472,663.55,552.925,1545.951,1086.508
1289,745.901,583.319,542.778,494.857,664.337,553.576,1546.693,1088.02
1290,747.099,583.847,543.201,495.242,664.875,554.001,1547.442,1088.913
1291,747.9,584.362,543.627,495.627,665.413,554.426,1548.157,1089.771
1292,748.694,584.877,544.053,496.012,665.95,554.851,1549.458,1090.629
1293,749.49,585.392,544.474,496.396,666.488,555.276,1550.185,1091.491
1294,750.27,585.907,544.896,496.780,667.026,555.7,1552.031,1092.35
1295,751.051,586.41,545.315,497.163,667.564,556.125,1553.336,1093.214
1296,751.84,586.912,545.736,497.546,668.102,556.55,1554.613,1094.125
1297,752.626,587.415,546.156,497.928,668.64,556.975,1555.877,1095.029
1298,753.408,587.918,546.576,498.310,669.178,557.4,1558.296,1095.867
1299,754.194,588.42,546.996,498.691,669.683,557.825,1560.122,1096.712
1300,754.974,588.91,547.416,499.073,670.187,558.249,1563.053,1097.586
1301,755.757,589.4,547.834,499.453,670.692,558.674,1563.782,1098.43
1302,756.541,589.89,548.251,499.833,671.196,559.099,1564.51,1099.268
1303,757.66,590.38,548.667,500.213,671.701,559.524,1566.328,1100.106
1304,758.443,590.869,549.083,500.593,672.206,559.949,1569.271,1100.944
1305,759.207,591.359,549.498,500.974,672.71,560.374,1571.676,1101.782
1306,759.977,591.836,549.913,501.353,673.215,560.798,1574.093,1102.637
1307,760.752,592.314,550.327,501.732,673.719,561.223,1574.82,1103.523
1308,761.555,592.791,550.742,502.112,674.224,561.648,1576.079,1104.361
1309,762.35,593.268,551.155,502.490,674.728,562.073,1576.779,1105.208
1310,763.141,593.745,551.569,502.868,675.232,562.497,1577.513,1106.083
1311,763.937,594.223,551.98,503.246,675.737,562.923,1578.855,1106.919
1312,764.734,594.7,552.392,503.623,676.241,563.347,1581.245,1107.753
1313,765.53,595.177,552.802,504.000,676.745,563.772,1583.101,1108.599
1314,766.327,595.655,553.212,504.377,677.25,564.197,1584.367,1109.474
1315,767.123,596.132,553.624,504.753,677.754,564.622,1586.201,1110.317
1316,767.913,596.597,554.032,505.128,678.258,565.047,1587.509,1111.17
1317,768.703,597.061,554.44,505.504,678.763,565.472,1589.286,1112.046
1318,769.424,597.526,554.846,505.879,679.267,565.896,1591.1,1112.892
1319,770.217,597.99,555.255,506.255,679.771,566.321,1593.49,1113.767
1320,771.002,598.468,555.667,506.632,680.276,566.746,1594.206,1114.618
1321,771.784,598.945,556.084,507.011,680.78,567.171,1595.484,1115.493
1322,772.564,599.435,556.503,507.393,681.285,567.596,1596.214,1116.341
1323,773.351,599.924,556.924,507.774,681.822,568.021,1598.022,1117.218
1324,774.129,600.402,557.341,508.149,682.327,568.446,1599.872,1118.054
1325,774.911,600.879,557.748,508.524,682.831,568.871,1600.57,1118.891
1326,775.623,601.356,558.154,508.898,683.335,569.296,1601.29,1119.739
1327,776.145,601.821,558.559,509.274,683.839,569.722,1602.546,1120.615
1328,776.666,602.285,558.964,509.655,684.31,570.146,1603.277,1121.424
1329,777.17,602.737,559.369,510.042,684.781,570.571,1604.587,1122.251
1330,777.672,603.189,559.772,510.432,685.252,570.996,1605.883,1123.108
1331,778.176,603.629,560.177,510.808,685.723,571.421,1606.609,1123.918
1332,778.679,604.068,560.576,511.176,686.193,571.846,1607.348,1124.728
1333,779.186,604.495,560.97,511.543,686.664,572.271,1608.652,1125.546
1334,779.692,604.921,561.361,511.911,687.102,572.652,1609.377,1126.339
1335,780.195,605.348,561.753,512.277,687.573,573.077,1610.136,1127.141
1336,780.705,605.775,562.144,512.645,688.011,573.458,1611.408,1127.973
1337,781.212,606.189,562.537,513.013,688.448,573.84,1612.167,1128.772
1338,781.736,606.603,562.925,513.382,688.886,574.221,1612.897,1129.571
1339,782.238,607.029,563.313,513.752,689.323,574.602,1613.614,1130.404
1340,782.76,607.456,563.7,514.120,689.761,574.984,1614.371,1131.198
1341,783.267,607.883,564.086,514.486,690.199,575.365,1615.636,1131.995
1342,783.785,608.309,564.472,514.850,690.637,575.746,1616.333,1132.787
1343,784.302,608.736,564.857,515.213,691.074,576.127,1617.052,1133.588
1344,784.824,609.163,565.242,515.576,691.512,576.509,1618.305,1134.423
1345,785.335,609.59,565.628,515.937,691.95,576.89,1620.1,1135.221
1346,785.844,610.016,566.013,516.300,692.387,577.271,1621.357,1136.02
1347,786.347,610.443,566.395,516.661,692.825,577.653,1622.069,1136.812
1348,786.848,610.869,566.776,517.022,693.263,578.034,1622.754,1137.602
1349,787.349,611.308,567.163,517.386,693.701,578.415,1625.727,1138.406
1350,787.85,611.76,567.551,517.751,694.138,578.797,1626.47,1139.239
1351,788.354,612.212,567.939,518.116,694.576,579.178,1627.191,1140.037
1352,788.858,612.677,568.321,518.477,695.014,579.56,1627.94,1140.839
1353,789.362,613.154,568.701,518.838,695.452,579.941,1629.194,1141.67
1354,789.864,613.644,569.086,519.198,695.89,580.322,1629.909,1142.472
1355,790.368,614.147,569.473,519.558,696.328,580.704,1631.157,1143.277
1356,790.893,614.637,569.859,519.919,696.765,581.085,1632.458,1144.113
1357,791.397,615.127,570.244,520.279,697.203,581.466,1633.8,1144.911
1358,791.908,615.617,570.629,520.640,697.641,581.848,1634.532,1145.702
1359,792.423,616.107,571.014,521.001,698.078,582.229,1635.791,1146.501
1360,792.937,616.597,571.4,521.364,698.516,582.61,1637.051,1147.31
1361,793.439,617.087,571.786,521.726,698.954,582.992,1637.814,1148.146
1362,793.941,617.577,572.17,522.087,699.391,583.373,1638.536,1148.945
1363,794.444,618.067,572.554,522.448,699.829,583.754,1639.802,1149.739
1364,794.946,618.557,572.935,522.808,700.267,584.136,1641.053,1150.54
1365,795.459,619.048,573.315,523.169,700.705,584.517,1641.784,1151.35
1366,795.972,619.538,573.695,523.529,701.142,584.898,1643.077,1152.185
1367,796.469,620.028,574.075,523.890,701.58,585.28,1643.79,1152.995
1368,796.965,620.518,574.456,524.250,702.018,585.661,1644.472,1153.824
1369,797.468,621.008,574.833,524.608,702.456,586.042,1645.201,1154.622
1370,797.971,621.499,575.22,524.972,702.927,586.424,1647.033,1155.454
1371,798.474,621.989,575.612,525.337,703.398,586.805,1648.277,1156.301
1372,798.98,622.479,575.997,525.701,703.835,587.186,1648.99,1157.13
1373,799.49,622.969,576.382,526.064,704.273,587.568,1649.672,1157.977
1374,800.002,623.447,576.766,526.424,704.711,587.949,1652.085,1158.818
1375,800.514,623.899,577.146,526.784,705.149,588.33,1653.35,1159.623
1376,801.028,624.326,577.527,527.143,705.587,588.712,1655.143,1160.424
1377,801.53,624.828,577.924,527.547,706.091,589.137,1655.851,1161.267
1378,802.059,625.394,578.328,527.931,706.595,589.561,1656.536,1162.113
1379,802.574,626.049,578.724,528.299,707.066,589.986,1657.248,1162.934
1380,803.089,626.759,579.114,528.664,707.504,590.367,1659.059,1163.733
1381,803.607,627.146,579.494,529.026,707.942,590.749,1659.747,1164.535
1382,804.13,627.533,579.886,529.394,708.413,591.174,1661.548,1165.367
1383,804.641,627.92,580.274,529.758,708.85,591.555,1664.428,1166.207
1384,805.157,628.307,580.66,530.119,709.288,591.936,1665.149,1167.009
1385,805.668,628.694,581.048,530.484,709.726,592.318,1665.861,1167.809
1386,806.172,629.08,581.438,530.849,710.164,592.699,1667.119,1168.616
1387,806.681,629.467,581.828,531.214,710.602,593.08,1667.839,1169.466
1388,807.188,629.854,582.218,531.580,711.04,593.462,1668.559,1170.306
1389,807.689,630.241,582.609,531.945,711.477,593.843,1669.298,1171.117
1390,808.191,630.628,582.987,532.304,711.915,594.224,1670.526,1171.929
1391,808.69,631.015,583.365,532.664,712.353,594.605,1672.328,1172.736
1392,809.192,631.402,583.743,533.023,712.79,594.987,1673.642,1173.534
1393,809.692,631.789,584.121,533.383,713.228,595.368,1675.506,1174.35
1394,810.195,632.176,584.498,533.741,713.666,595.749,1676.815,1175.192
1395,810.704,632.563,584.877,534.101,714.103,596.131,1678.09,1175.996
1396,811.211,632.95,585.255,534.460,714.541,596.512,1679.358,1176.798
1397,811.716,633.337,585.633,534.820,714.979,596.893,1680.077,1177.611
1398,812.217,633.724,586.012,535.180,715.417,597.275,1681.943,1178.456
1399,812.718,634.111,586.39,535.539,715.855,597.656,1682.663,1179.262
1400,813.224,634.497,586.769,535.899,716.293,598.038,1683.961,1180.066
1401,813.729,634.884,587.148,536.258,716.73,598.419,1685.818,1180.872
1402,814.233,635.271,587.527,536.618,717.168,598.8,1687.093,1181.689
1403,814.74,635.658,587.907,536.977,717.606,599.182,1687.799,1182.533
1404,815.245,636.045,588.287,537.337,718.044,599.563,1688.487,1183.343
1405,815.748,636.432,588.666,537.696,718.481,599.944,1689.767,1184.153
1406,816.251,636.819,589.044,538.056,718.919,600.326,1690.46,1184.959
1407,816.754,637.206,589.422,538.415,719.357,600.707,1691.193,1185.766
1408,817.256,637.593,589.804,538.775,719.795,601.089,1691.913,1186.58
1409,817.762,637.98,590.186,539.135,720.233,601.47,1692.591,1187.399
1410,818.265,638.367,590.568,539.494,720.67,601.851,1693.272,1188.255
1411,818.768,638.753,590.948,539.854,721.108,602.233,1694.542,1189.103
1412,819.272,639.141,591.326,540.213,721.546,602.614,1695.26,1189.91
1413,819.78,639.527,591.704,540.573,721.984,602.996,1695.981,1190.73
1414,820.279,639.914,592.088,540.932,722.422,603.377,1696.697,1191.579
1415,820.778,640.301,592.469,541.291,722.86,603.758,1697.458,1192.39
1416,821.282,640.688,592.86,541.655,723.331,604.183,1698.2,1193.231
1417,821.792,641.075,593.25,542.019,723.802,604.565,1698.926,1194.105
1418,822.297,641.462,593.638,542.383,724.273,604.99,1699.619,1194.918
1419,822.799,641.849,594.023,542.746,724.711,605.371,1700.893,1195.742
1420,823.302,642.236,594.406,543.106,725.149,605.752,1701.605,1196.59
1421,823.808,642.623,594.793,543.470,725.587,606.134,1702.282,1197.401
1422,824.313,643.01,595.179,543.828,726.025,606.515,1702.98,1198.211
1423,824.816,643.397,595.555,544.187,726.463,606.897,1703.74,1199.022
1424,825.321,643.784,595.931,544.544,726.901,607.278,1704.46,1199.834
1425,825.822,644.171,596.337,544.927,727.406,607.703,1705.18,1200.702
1426,826.325,644.558,596.728,545.292,727.843,608.084,1706.443,1201.562
1427,826.836,644.945,597.105,545.651,728.281,608.466,1707.192,1202.422
1428,827.347,645.332,597.495,546.016,728.753,608.891,1708.429,1203.294
1429,827.855,645.719,597.884,546.381,729.224,609.316,1709.673,1204.139
1430,828.364,646.106,598.273,546.746,729.695,609.741,1710.956,1205.013
1431,828.872,646.493,598.662,547.111,730.166,610.166,1712.22,1205.847
1432,829.381,646.88,599.05,547.471,730.604,610.548,1712.968,1206.67
1433,829.89,647.267,599.439,547.836,731.043,610.929,1715.869,1207.53
1434,830.392,647.654,599.82,548.195,731.481,611.311,1717.114,1208.383
1435,830.893,648.041,600.203,548.556,731.919,611.692,1717.847,1209.205
1436,831.394,648.428,600.586,548.917,732.358,612.074,1718.607,1210.057
1437,831.895,648.815,600.968,549.278,732.796,612.455,1720.994,1210.882
1438,832.398,649.202,601.351,549.640,733.234,612.837,1722.805,1211.733
1439,832.898,649.589,601.735,550.004,733.672,613.218,1723.516,1212.559
1440,833.398,649.976,602.118,550.366,734.11,613.6,1725.272,1213.411
1441,833.897,650.363,602.501,550.730,734.548,613.981,1726.539,1214.235
1442,834.4,650.75,602.884,551.093,734.986,614.363,1727.295,1215.09
1443,834.904,651.137,603.268,551.456,735.425,614.744,1728.035,1215.906
1444,835.405,651.524,603.651,551.821,735.863,615.126,1728.755,1216.732
1445,835.906,651.911,604.036,552.185,736.301,615.508,1729.472,1217.598
1446,836.407,652.299,604.419,552.548,736.739,615.889,1730.194,1218.452
1447,836.908,652.686,604.802,552.910,737.178,616.27,1730.904,1219.268
1448,837.41,653.073,605.18,553.270,737.616,616.652,1731.601,1220.085
1449,837.915,653.46,605.558,553.631,738.054,617.034,1732.839,1220.913
1450,838.42,653.847,605.943,553.992,738.492,617.415,1734.131,1221.769
1451,838.924,654.234,606.328,554.354,738.931,617.796,1736.501,1222.589
1452,839.429,654.621,606.707,554.714,739.369,618.178,1737.223,1223.417
1453,839.932,655.008,607.084,555.075,739.807,618.559,1738.508,1224.272
1454,840.438,655.396,607.463,555.437,740.245,618.941,1739.265,1225.09
1455,840.937,655.782,607.851,555.802,740.683,619.323,1739.985,1225.904
1456,841.435,656.17,608.238,556.165,741.122,619.704,1741.264,1226.721
1457,841.933,656.556,608.621,556.527,741.56,620.086,1742.495,1227.537
1458,842.432,656.944,609.008,556.891,741.998,620.467,1743.79,1228.36
1459,842.932,657.331,609.395,557.256,742.436,620.849,1745.108,1229.19
1460,843.43,657.718,609.783,557.622,742.874,621.23,1745.833,1230.047
1461,843.928,658.105,610.172,557.989,743.345,621.655,1747.155,1230.887
1462,844.431,658.492,610.566,558.357,743.816,622.08,1748.439,1231.729
1463,844.937,658.879,610.964,558.730,744.287,622.505,1749.126,1232.571
1464,845.44,659.266,611.363,559.104,744.759,622.93,1749.826,1233.413
1465,845.957,659.653,611.755,559.471,745.23,623.355,1750.551,1234.255
1466,846.467,660.04,612.144,559.837,745.702,623.736,1751.25,1235.096
1467,846.976,660.427,612.543,560.209,746.173,624.161,1751.98,1235.936
1468,847.478,660.814,612.941,560.580,746.644,624.586,1753.269,1236.777
1469,847.98,661.201,613.339,560.951,747.116,625.011,1754.026,1237.62
1470,848.478,661.588,613.726,561.316,747.554,625.393,1754.739,1238.438
1471,848.979,661.976,614.118,561.680,747.992,625.774,1755.462,1239.268
1472,849.48,662.363,614.511,562.047,748.464,626.199,1756.742,1240.148
1473,849.984,662.75,614.905,562.415,748.935,626.624,1757.424,1241
1474,850.484,663.137,615.301,562.784,749.407,627.049,1759.256,1241.88
1475,850.984,663.524,615.688,563.149,749.845,627.431,1759.968,1242.708
1476,851.484,663.911,616.075,563.513,750.283,627.813,1760.665,1243.577
1477,851.986,664.298,616.461,563.877,750.721,628.194,1761.384,1244.436
1478,852.484,664.686,616.837,564.235,751.16,628.576,1762.081,1245.254
1479,852.981,665.073,617.22,564.596,751.598,628.957,1762.8,1246.076
1480,853.48,665.46,617.602,564.957,752.036,629.339,1763.519,1246.894
1481,853.983,665.847,617.985,565.319,752.474,629.721,1764.785,1247.714
1482,854.488,666.234,618.368,565.682,752.912,630.103,1765.508,1248.532
1483,854.994,666.621,618.755,566.047,753.351,630.484,1766.252,1249.351
1484,855.501,667.008,619.145,566.412,753.789,630.866,1768.615,1250.184
1485,856.009,667.408,619.542,566.781,754.261,631.291,1769.925,1251.073
1486,856.519,667.807,619.933,567.147,754.732,631.716,1771.2,1251.965
1487,857.028,668.206,620.32,567.513,755.17,632.097,1772.501,1252.822
1488,857.534,668.606,620.709,567.878,755.609,632.479,1773.756,1253.653
1489,858.049,669.005,621.095,568.242,756.047,632.86,1774.475,1254.535
1490,858.562,669.417,621.479,568.603,756.485,633.242,1775.745,1255.365
1491,859.076,669.829,621.863,568.963,756.923,633.623,1776.432,1256.196
1492,859.587,670.24,622.247,569.326,757.362,634.005,1777.155,1257.053
1493,860.095,670.652,622.636,569.691,757.8,634.386,1777.873,1257.875
1494,860.601,671.063,623.026,570.057,758.272,634.811,1779.144,1258.718
1495,861.11,671.487,623.417,570.424,758.743,635.236,1779.851,1259.562
1496,861.618,671.911,623.811,570.793,759.215,635.662,1781.125,1260.415
1497,862.126,672.334,624.213,571.168,759.72,636.087,1782.979,1261.322
1498,862.631,672.758,624.614,571.541,760.192,636.512,1783.708,1262.179
1499,863.14,673.182,625.006,571.908,760.663,636.937,1784.429,1263.064
1500,863.65,673.606,625.39,572.267,761.102,637.318,1785.678,1263.887
1501,864.16,674.042,625.784,572.635,761.573,637.744,1788.042,1264.745
1502,864.668,674.478,626.177,573.003,762.012,638.125,1788.724,1265.618
1503,865.17,674.914,626.564,573.367,762.45,638.507,1790.008,1266.491
1504,865.671,675.35,626.951,573.731,762.888,638.888,1791.835,1267.359
1505,866.172,675.798,627.336,574.094,763.326,639.27,1793.148,1268.196
1506,866.673,676.259,627.723,574.459,763.765,639.651,1793.872,1269.061
1507,867.182,676.719,628.106,574.818,764.203,640.033,1795.712,1269.886
1508,867.691,677.192,628.491,575.183,764.641,640.414,1796.4,1270.709
1509,868.2,677.665,628.878,575.542,765.079,640.796,1797.124,1271.533
1510,868.702,678.149,629.254,575.901,765.518,641.177,1798.407,1272.361
1511,869.206,678.647,629.63,576.260,765.956,641.559,1799.127,1273.19
1512,869.713,679.144,630.014,576.619,766.394,641.94,1800.427,1274.018
1513,870.222,679.653,630.399,576.983,766.832,642.322,1801.719,1274.843
1514,870.73,680.175,630.789,577.350,767.303,642.747,1802.412,1275.702
1515,871.237,680.708,631.177,577.714,767.742,643.128,1803.134,1276.567
1516,871.745,681.256,631.564,578.079,768.18,643.51,1805.513,1277.398
1517,872.247,681.814,631.955,578.444,768.618,643.892,1806.266,1278.239
1518,872.754,682.409,632.347,578.809,769.056,644.273,1807.022,1279.104
1519,873.259,683.179,632.739,579.175,769.527,644.654,1808.361,1279.931
1520,873.766,683.555,633.129,579.542,769.965,645.08,1810.201,1280.759
1521,874.272,683.931,633.521,579.909,770.437,645.461,1810.939,1281.622
1522,874.777,684.319,633.922,580.280,770.908,645.886,1811.666,1282.524
1523,875.281,684.707,634.331,580.654,771.38,646.311,1812.923,1283.419
1524,875.787,685.095,634.736,581.029,771.851,646.736,1813.649,1284.272
1525,876.291,685.483,635.132,581.397,772.323,647.161,1814.902,1285.139
1526,876.795,685.871,635.526,581.765,772.794,647.586,1815.629,1286.033
1527,877.298,686.259,635.911,582.128,773.232,647.968,1817.981,1286.865
1528,877.801,686.647,636.305,582.497,773.703,648.393,1818.701,1287.721
1529,878.309,687.036,636.699,582.866,774.174,648.818,1819.989,1288.578
1530,878.811,687.411,637.091,583.234,774.646,649.2,1821.78,1289.418
1531,879.312,687.787,637.473,583.596,775.084,649.581,1823.611,1290.269
1532,879.809,688.163,637.85,583.955,775.522,649.963,1825.409,1291.19
1533,880.312,688.539,638.244,584.323,775.994,650.388,1826.7,1292.063
1534,880.811,688.914,638.633,584.688,776.432,650.769,1828.521,1292.95
1535,881.314,689.29,639.021,585.053,776.87,651.151,1829.805,1293.791
1536,881.814,689.666,639.414,585.421,777.341,651.576,1831.084,1294.655
1537,882.312,690.042,639.808,585.790,777.813,652.001,1831.804,1295.521
1538,882.812,690.417,640.203,586.158,778.284,652.426,1832.554,1296.391
1539,883.31,690.793,640.594,586.524,778.756,652.808,1833.779,1297.271
1540,883.808,691.169,640.994,586.893,779.227,653.233,1834.513,1298.177
1541,884.306,691.544,641.385,587.260,779.699,653.658,1835.785,1299.059
1542,884.807,691.92,641.761,587.618,780.137,654.04,1837.572,1299.955
1543,885.305,692.296,642.154,587.986,780.609,654.465,1838.801,1300.874
1544,885.813,692.672,642.546,588.353,781.08,654.89,1840.6,1301.796
1545,886.316,693.047,642.936,588.720,781.518,655.271,1841.304,1302.682
1546,886.819,693.436,643.338,589.093,782.023,655.696,1842.593,1303.588
1547,887.32,693.824,643.735,589.462,782.528,656.122,1844.994,1304.522
1548,887.831,694.212,644.128,589.829,783,656.547,1846.305,1305.398
1549,888.334,694.6,644.523,590.195,783.471,656.972,1847.622,1306.285
1550,888.833,694.988,644.9,590.553,783.909,657.353,1848.878,1307.174
1551,889.335,695.376,645.289,590.917,784.348,657.735,1850.104,1308.025
1552,889.852,695.764,645.693,591.288,784.819,658.16,1851.36,1308.897
1553,890.351,696.165,646.092,591.656,785.258,658.541,1852.666,1309.747
1554,890.856,696.565,646.498,592.028,785.73,658.966,1853.397,1310.631
1555,891.362,696.966,646.894,592.398,786.168,659.348,1854.63,1311.521
1556,891.867,697.367,647.275,592.758,786.606,659.729,1855.349,1312.384
1557,892.372,697.767,647.654,593.117,787.045,660.111,1856.07,1313.287
1558,892.876,698.18,648.047,593.482,787.517,660.536,1857.359,1314.204
1559,893.377,698.593,648.435,593.846,787.955,660.917,1858.673,1315.06
1560,893.882,698.994,648.823,594.211,788.394,661.299,1860.507,1315.915
1561,894.384,699.444,649.23,594.586,788.899,661.724,1862.293,1316.83
